continent_id,name,description,image_url,government_type,ruler,population,capital,language,currency,military,economy,culture,history,relations,notes,id,created_date,updated_date,created_by_id,created_by,is_sample
68e1393cddc48f179ea68058,Qualinesti,"Qualinesti est le royaume des elfes sylvestres, fondé après que des dissidents aient quitté Silvanesti pour créer une société elfique plus ouverte et accueillante. Situé dans de magnifiques forêts à l'ouest d'Ansalon, Qualinesti est un havre de beauté naturelle où l'architecture elfique se fond harmonieusement avec les arbres anciens. Contrairement aux Silvanesti plus isolationnistes, les Qualinesti maintiennent des relations cordiales avec les autres races, particulièrement Solamnia.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/5371e8e34_Qualinesti.png,Monarchie elfique (Locuteur du Soleil),,Environ 300 000 elfes,Qualinost,,,,,,,,,68e13a04dfb8072ecadb50eb,2025-10-04T15:15:16.085000,2025-11-12T17:24:50.379000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Thorbardin,"Thorbardin est la plus grande cité souterraine des nains d'Ansalon, creusée dans les profondeurs des Montagnes Kharolis. Cette forteresse-cité est pratiquement imprenable, protégée par d'innombrables défenses et accessible seulement par quelques passages secrets. Thorbardin abrite plusieurs clans nains qui coexistent dans une alliance parfois tendue. La cité a survécu au Cataclysme presque intacte, mais les nains ont fermé leurs portes au monde extérieur pendant des siècles, refusant d'aider les réfugiés. Les nains de Thorbardin sont des forgerons et artisans légendaires.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/1ccb162b7_Thorbardin.png,Conseil des Thanes (six clans),,Environ 500 000 nains,Thorbardin (cité souterraine),,,,,,,,,68e13a04dfb8072ecadb50ed,2025-10-04T15:15:16.085000,2025-11-12T20:00:29.601000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Goodlund,"Goodlund est une péninsule au sud-est d'Ansalon, terre fertile et prospère connue pour son agriculture. La région a longtemps été relativement paisible, à l'écart des grands conflits. Les habitants de Goodlund sont principalement des fermiers et des marchands, vivant dans de petites communautés rurales. La péninsule a cependant été envahie durant la Guerre des Lances et a subi l'occupation draconienne.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/decfe490d_Goodlund.png,Seigneuries locales,,Environ 150 000,Aucune capitale unique,,,,,,,,,68e13a04dfb8072ecadb50f2,2025-10-04T15:15:16.085000,2025-11-12T17:30:01.718000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Silvanesti,"Silvanesti est le plus ancien royaume elfique d'Ansalon, fondé il y a des millénaires. C'est une terre de beauté inégalée et de tradition rigide, où les hauts elfes ont perfectionné leur art et leur magie pendant des générations. Les Silvanesti sont fiers de leur héritage et maintiennent une stricte hiérarchie sociale basée sur les maisons nobles. Les Silvanesti sont très isolationnistes et regardent les autres races avec condescendance. Durant la Guerre des Lances, le Locuteur Lorac Caladon usa d'un orbe de dragon qui créa le Cauchemar de Silvanesti.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/49466a877_Silvanesti.png,Monarchie elfique (Locuteur des Étoiles),,Environ 250 000 elfes,Silvanost,,,,,,,,,68e13a04dfb8072ecadb50ec,2025-10-04T15:15:16.085000,2025-11-12T20:09:19.565000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Abanasinia,"Abanasinia est une région de forêts et de plaines au pied des Montagnes Kharolis, zone frontalière entre la civilisation et la nature sauvage. Après le Cataclysme, elle est devenue une terre de refuge pour diverses populations déplacées. La région abrite des tribus barbares comme les Que-Shu, des villages de fermiers, et la cité de Haven. C'est à Solace, un village construit dans les arbres, que les Héros de la Lance se sont rencontrés pour la première fois à l'Auberge du Dernier Refuge.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/29fb61828_Abanasinia.png,Villages autonomes et tribus,,"Environ 100 000, mélange de races",Haven (principale cité),,,,,,,,,68e13a04dfb8072ecadb50ee,2025-10-04T15:15:16.085000,2025-11-12T20:29:53.585000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Plaines de Poussière,"Les Plaines de Poussière sont un vaste désert aride au sud d'Ansalon, créé en partie par le Cataclysme. Ces terres autrefois fertiles sont maintenant habitées par des tribus barbares nomades qui errent à travers les dunes. Les tribus incluent les fiers guerriers des clans comme les Que-Teh et autres peuples du désert. La région est dangereuse, avec des tempêtes de sable, des créatures du désert, et les ruines de civilisations anciennes enfouies sous le sable.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/34ea7bdf3_PlainesdePoussire.png,Tribus nomades,,"Environ 200 000, principalement humains barbares",Aucune (nomades),,,,,,,,,68e13a04dfb8072ecadb50f1,2025-10-04T15:15:16.085000,2025-11-12T18:58:45.157000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Solamnia,"Solamnia est le plus grand et le plus puissant royaume humain d'Ansalon, patrie des légendaires Chevaliers de Solamnia. Fondé sur les principes de l'honneur, du courage et de la justice, Solamnia a longtemps été le bastion du Bien contre les forces des Ténèbres. Le royaume est divisé en plusieurs provinces, chacune gouvernée par un seigneur chevalier. Les Chevaliers sont organisés en trois ordres : la Couronne (loyauté), l'Épée (courage) et la Rose (sagesse et honneur). La capitale, Palanthas, est la plus grande cité d'Ansalon.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/4397435a8_Solmanie.png,Monarchie chevaleresque,,"Environ 2 millions, majoritairement humains",Palanthas,,,,,,,,,68e13a04dfb8072ecadb50ea,2025-10-04T15:15:16.085000,2025-11-12T18:59:36.509000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Khur,"Khur est une région désertique et de steppes au nord-est d'Ansalon, habitée principalement par des tribus nomades humaines. Les Khurs sont des guerriers fiers et des éleveurs de chevaux réputés. La région est pauvre en ressources mais riche en tradition et en honneur tribal. Les clans khurs se disputent souvent entre eux mais s'unissent face aux menaces extérieures.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/28b666408_Khur.png,Tribus nomades et semi-nomades,,Environ 300 000,Khuri-Khan (principale cité),,,,,,,,,68e13a04dfb8072ecadb50f3,2025-10-04T15:15:16.085000,2025-11-12T18:11:37.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Nordmaar,"Nordmaar est une région de steppes et de plaines au nord-est d'Ansalon, bordant l'océan. La région est habitée par des tribus barbares et des colons. Nordmaar a longtemps été une zone frontière sauvage, loin des centres de civilisation. La région possède quelques ports importants pour le commerce maritime.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/18c733834_Nordmaar.png,Tribus et cités portuaires indépendantes,,Environ 250 000,Aucune,,,,,,,,,68e13a04dfb8072ecadb50f4,2025-10-04T15:15:16.085000,2025-11-12T19:02:53.259000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Icereach,"Icereach, les Terres de Glace, sont situées à l'extrême sud d'Ansalon. C'est une région glaciale et inhospitalière, couverte de neige et de glace éternelles. La région est habitée par des tribus barbares résistantes au froid, des thanoi (hommes-morses), et diverses créatures glaciales. Les Terres de Glace sont largement inexplorées et pleines de dangers, mais aussi de mystères anciens enfouis sous la glace.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/91c77f7d2_Icereach.png,Tribus barbares,,Environ 50 000,Aucune,,,,,,,,,68e13a04dfb8072ecadb50f7,2025-10-04T15:15:16.085000,2025-11-12T17:58:36.687000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Ergoth,"Ergoth fut autrefois le plus grand empire d'Ansalon, dominant le continent pendant des siècles. Après de nombreuses guerres et le Cataclysme, l'empire s'est divisé en Ergoth du Nord et Ergoth du Sud. Ergoth du Nord reste une nation prospère avec des traditions impériales, tandis qu'Ergoth du Sud est plus sauvage et moins organisé. Les deux nations gardent une certaine fierté de leur passé glorieux mais sont bien affaiblies comparées à l'ancien empire.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/07765c7f9_Ergoth.png,Deux royaumes séparés,,"Nord: 800 000, Sud: 400 000","Gwynned (Nord), Daltigoth (Sud)",,,,,,,,,68e13a04dfb8072ecadb50ef,2025-10-04T15:15:16.085000,2025-11-12T19:06:13.931000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Tarsis,"Tarsis était autrefois l'un des plus grands ports d'Ansalon, une cité commerciale prospère. Le Cataclysme a fait reculer la mer de plus de 100 kilomètres, laissant Tarsis échouée au milieu des Plaines de Poussière. La cité déchue conserve ses bâtiments portuaires désormais inutiles et ses vieux navires échoués dans le sable. Malgré son déclin, Tarsis reste habitée et sert de point de commerce pour les caravanes du désert.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/74a277b98_Tarsis.png,Seigneur de la Cité,,Environ 30 000,Tarsis,,,,,,,,,68e13a04dfb8072ecadb50f6,2025-10-04T15:15:16.085000,2025-11-12T17:45:22.914000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Balifor,"Balifor est une région côtière au sud-est d'Ansalon, connue pour ses ports et son commerce maritime. La région est un mélange de cultures, avec des influences kenders, humaines et autres races. Port Balifor est un centre commercial important. La région a une réputation de lieu où règne une certaine anarchie joyeuse, particulièrement à cause de l'influence kender.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/ddc02d605_Balifor.png,Cités-états portuaires,,Environ 200 000,Port Balifor,,,,,,,,,68e13a04dfb8072ecadb50f5,2025-10-04T15:15:16.085000,2025-11-12T17:40:07.457000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Kendermore,"Kendermore est la patrie des kenders, ces petits humanoïdes curieux, insouciants et involontairement kleptomanes. La 'nation' kender est très peu organisée, sans vraie structure gouvernementale. Les kenders vivent au jour le jour, suivant leur curiosité où qu'elle les mène. Kendermore est un lieu chaotique mais joyeux, plein de couleurs et d'activité constante. Les kenders sont célèbres (ou infâmes) pour leur 'emprunt' d'objets et leur capacité à se retrouver dans les situations les plus dangereuses sans sembler s'en soucier.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/fa04b5a14_Kendermore.png,Aucun (anarchie bienveillante),,Environ 150 000 kenders,Kendermore (ville principale),,,,,,,,,68e13a04dfb8072ecadb50f0,2025-10-04T15:15:16.085000,2025-11-12T20:18:02.828000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1393cddc48f179ea68058,Neraka,"Neraka, également connue sous le nom de Taman Busuk (les Marais Putrides), est une région maudite au nord-est d'Ansalon. C'est là que se trouvait le Temple de la Reine des Ténèbres durant la Guerre des Lances, servant de quartier général aux forces du Mal. La région est sombre, corrompue, et hantée par les vestiges de la guerre. Même après la défaite de Takhisis, Neraka reste un lieu de pouvoir pour les forces maléfiques.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/0321ce504_Neraka.png,"Ancien: Empire Draconien, Actuel: Ruines et factions",,"Variable, principalement créatures maléfiques",Neraka (ruines du Temple),,,,,,,,,68e13a04dfb8072ecadb50f8,2025-10-04T15:15:16.085000,2025-11-12T20:25:21.371000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Nimbral,Une nation insulaire mystérieuse connue pour ses chevaux volants légendaires et ses chevaliers montés. Nimbral maintient une neutralité stricte dans les conflits de Faerûn et garde jalousement ses secrets.,,monarchy,Seigneurs de Nimbral,80 000 habitants,Nimbral (la cité),Nimbrali,Étoile de platine,,,,,,,68e1324c47431be235abd356,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Luruar (Ligue d'Argent),"Une confédération de cités et de communautés du Nord unies pour la défense mutuelle et la prospérité. La Ligue d'Argent représente l'espoir de civilisation dans les terres sauvages, avec Silverymoon comme cité principale.",,democracy,Conseil de la Ligue,1 200 000 habitants,Silverymoon (siège),"Commun, diverses langues",Diverses monnaies,,,,,,,68e1324c47431be235abd349,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,La Côte du Dragon,"Une région sauvage le long de la mer, la Côte du Dragon est connue pour ses pirates, ses dragons et ses ruines anciennes. C'est une terre de danger et d'opportunité pour les aventuriers courageux.",,anarchy,Seigneurs pirates locaux,150 000 habitants,Aucune (multiple ports),"Commun, Illuskan","Diverses monnaies, pillage",,,,,,,68e1324c47431be235abd355,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Var la Dorée,"Une théocratie mystérieuse et isolée, Var la Dorée est gouvernée par des prêtres du dieu Adama. Le pays est connu pour ses mines d'or, ses guerriers disciplinés et son secret jalousement gardé concernant leur foi.",,theocracy,Grand Prêtre d'Adama,400 000 habitants,Vaelen,Var,Or pur,,,,,,,68e1324c47431be235abd351,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Dambrath,"Une nation dirigée par des seigneurs de guerre nomades et des prêtresses-reines. Dambrath est connue pour ses cavaliers experts, sa culture matriarcale et son culte de la déesse Loviatar.",,tribal,Reine Hasafir Reinhar,500 000 habitants,Cathyr,Dambrathan,Commerce de troc principalement,,,,,,,68e1324c47431be235abd347,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Chult,"Une jungle dense et dangereuse au sud de Faerûn, Chult est une terre de dinosaures, de tribus primitives, de ruines perdues et de maladies mortelles. Port Nyanzaru est le principal avant-poste de civilisation dans cette région sauvage.",,tribal,Princes Marchands de Port Nyanzaru,300 000 habitants,Port Nyanzaru,Chultan,Pièces de jade,,,,,,,68e1324c47431be235abd34b,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Tethyr,"Un grand royaume méridional récemment stabilisé après des décennies de guerre civile. Tethyr possède une riche histoire, de vastes forêts et des ruines anciennes cachant d'innombrables secrets et trésors.",,monarchy,Roi Errilam Tethyr,2 800 000 habitants,Darromar,"Commun, Tethyrien",Rubis royal,,,,,,,68e1324c47431be235abd346,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Silverymoon,"La Gemme du Nord, Silverymoon est une cité brillante de culture, de magie et d'art. Dirigée par la légendaire Alustriel Silverhand, l'une des Sept Sœurs, c'est un phare de civilisation dans les terres sauvages du Nord.",,monarchy,Haute-Dame Alustriel Silverhand,400 000 habitants,Silverymoon,"Commun, Elfique, Nain",Lune d'électrum,,,,,,,68e1324c47431be235abd348,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Anauroch,"Le Grand Désert, Anauroch est un vaste désert de sable et de poussière qui recouvre d'anciennes cités englouties. Habité par des tribus nomades, des créatures du désert et des ruines de l'empire Néthéril, c'est une terre de mystères et de dangers.",,tribal,Diverses tribus nomades Bedine,200 000 habitants,Aucune (nomades),"Bedine, Néthérisse ancien",Commerce de troc,,,,,,,68e1324c47431be235abd34a,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Zhentil Keep,"Autrefois le cœur du sinistre Réseau Zhentarim, cette cité-forteresse a été détruite mais ses ruines restent un lieu de pouvoir sombre. Les vestiges du Zhentarim continuent d'opérer depuis les ombres, cherchant à restaurer leur ancienne gloire.",,other,Divers seigneurs Zhentarim,50 000 habitants,Zhentil Keep (en ruines),"Commun, Damaran",Diverses monnaies,,,,,,,68e1324c47431be235abd343,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Samarach,"Une nation côtière au climat tropical, Samarach est connue pour ses plantations, son commerce d'épices et ses relations commerciales avec Chult. Le pays lutte pour maintenir son indépendance face aux puissances voisines.",,oligarchy,Conseil des Barons,250 000 habitants,Samargol,Samarachan,Émeraude,,,,,,,68e1324c47431be235abd34d,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Estagund,"Un pays voisin de Durpar, Estagund partage une culture et des traditions commerciales similaires. La nation est connue pour ses bijoux fins, ses épices exotiques et ses relations diplomatiques habiles.",,oligarchy,Raja et Conseil des Nobles,650 000 habitants,Chavyondat,Durpari,Pièces d'Estagund,,,,,,,68e1324c47431be235abd350,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Royaume de Many-Arrows,"Un royaume d'orcs récemment établi, Many-Arrows représente une tentative d'intégrer les orcs dans la société civilisée de Faerûn. Fondé par le roi orc Obould, le royaume cherche la légitimité parmi les nations humaines.",,monarchy,Roi Obould Many-Arrows,500 000 habitants,Citadelle Griffe-Sombre,"Orc, Commun",Commerce et pillage,,,,,,,68e1324c47431be235abd352,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Lantan,"Une île-nation de gnomes inventeurs et d'ingénieurs géniaux, Lantan est célèbre pour ses merveilleuses inventions mécaniques, ses navires à vapeur et ses engins de guerre innovants. La nation est dédiée à Gond, le dieu des forgerons.",,theocracy,Grand Prêtre de Gond,100 000 habitants,Sammaresh,"Lantanna, Gnome",Roue de cuivre,,,,,,,68e1324c47431be235abd34c,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Unther,"Une ancienne théocratie rivale de Mulhorand, Unther a été presque détruite par une invasion venue d'un autre monde. Maintenant, elle tente de se reconstruire sous l'ombre de son passé glorieux, avec le retour du dieu-roi Gilgeam.",,theocracy,Gilgeam (dieu-roi ressuscité),800 000 habitants,Unthalass,Untheric,Pièces anciennes,,,,,,,68e1324c47431be235abd344,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
