world_id,name,description,image_url,images,alignment,divine_rank,domains,portfolio,symbol,favored_weapon,worshipers,clergy,temples,holy_days,dogma,avatar_description,divine_spells,notes,id,created_date,updated_date,created_by_id,created_by,is_sample
68e137a0493026cabfd05389,Zeboim,"La Déesse des Tempêtes et de la Mer, fille de Takhisis et Sargonnas, Zeboim est capricieuse et destructrice. Elle commande les tempêtes marines, les ouragans et les raz-de-marée. Imprévisible et colérique, elle doit être apaisée par les marins pour éviter sa fureur.",,,chaotic_evil,intermediate,,"Tempêtes marines, mer en furie, caprice, destruction par l'eau",Tortue de mer ou coquillage,Trident,"Marins, pirates, ceux qui vivent de la mer",Prêtres marins offrant des sacrifices pour apaiser sa colère,Sanctuaires côtiers exposés aux éléments,,"Apaiser sa fureur par des offrandes, respecter la puissance de la mer, prendre ce que l'on veut",,,,68e138a140a65ef3172e5641,2025-10-04T15:09:21.126000,2025-10-04T15:09:21.126000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Kiri-Jolith,"Le Dieu de la Guerre Juste, fils de Paladine et Mishakal, Kiri-Jolith incarne le courage, l'honneur et la guerre menée pour des causes justes. Patron des soldats honorables et des guerriers vertueux, il enseigne que la force doit être tempérée par la discipline et utilisée pour protéger.",,,lawful_good,intermediate,,"Guerre honorable, courage, discipline militaire, sacrifice",Bison ou épée flamboyante,Épée longue,"Soldats, guerriers, Chevaliers de Solamnia, commandants militaires",Clercs-guerriers qui bénissent les armées et mènent les troupes au combat,Forteresses-sanctuaires servant de camps d'entraînement et de garnisons,,"Combattre pour la justice, protéger les innocents par la force, maintenir l'honneur au combat, accepter le sacrifice nécessaire",,,,68e138a140a65ef3172e5631,2025-10-04T15:09:21.126000,2025-10-04T15:09:21.126000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Takhisis,"La Reine des Ténèbres, Takhisis est la déesse de la conquête, de la tyrannie et du mal absolu. Incarnation de la domination et de l'ambition sans limites, elle cherche à régner sur tout Krynn. Elle a mené la Guerre des Lances avec ses armées draconiques. Représentée comme un dragon à cinq têtes, elle est la plus puissante force du mal.",,,lawful_evil,greater,,"Conquête, tyrannie, dragons chromatiques, domination, ambition",Dragon à cinq têtes,Masse d'armes lourde,"Tyrans, conquérants, Dragons Highlords, cultistes, dragons chromatiques",Ordre hiérarchique cruel de prêtres-guerriers servant sa volonté de domination,Forteresses sombres et temples imposants proclamant sa gloire,,"Conquérir et dominer, la force fait le droit, tous doivent s'agenouiller devant la Reine",,,,68e138a140a65ef3172e563d,2025-10-04T15:09:21.126000,2025-10-04T15:09:21.126000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Nuitari,"Le Dieu de la Magie Noire, Nuitari est lié à la lune noire invisible. Il représente la magie utilisée pour le pouvoir personnel et le mal. Les Robes Noires cherchent la domination par la magie et n'hésitent pas à user de sorts destructeurs et maléfiques. Fils de Takhisis, il valorise le pouvoir arcanique au-dessus de tout.",,,lawful_evil,intermediate,,"Magie noire, domination arcanique, ambition magique",Lune noire (invisible),Dague,"Mages des Robes Noires, nécromanciens, sorciers ambitieux","Ordre des Robes Noires, mages sans scrupules cherchant le pouvoir","Tour de Haute Sorcellerie de Wayreth, sanctuaires cachés",,"Le pouvoir magique avant tout, dominer par la magie, aucune limite morale, le savoir est pouvoir",,,,68e138a140a65ef3172e5643,2025-10-04T15:09:21.126000,2025-10-04T15:09:21.126000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Sargonnas,"Le Dieu de la Vengeance et de la Fureur, Sargonnas est le consort de Takhisis. Il incarne la rage guerrière, la vengeance implacable et l'honneur martial tordu. Patron des minotaures et des guerriers impitoyables, il enseigne que la force et la rage sont les chemins vers la grandeur.",,,lawful_evil,greater,,"Vengeance, fureur guerrière, minotaures, honneur martial perverti",Condor stylisé ou cornes de minotaure,Épée à deux mains,"Minotaures, guerriers impitoyables, ceux qui cherchent vengeance",Prêtres-guerriers minotaures et humains prêchant la force et la vengeance,Arènes et forteresses où règne la loi du plus fort,,"La vengeance est juste, la force domine, l'honneur par la victoire",,,,68e138a140a65ef3172e563e,2025-10-04T15:09:21.126000,2025-10-04T15:09:21.126000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Mishakal,"La Déesse Guérisseuse, Mishakal est l'incarnation de la compassion, de la guérison et de la restauration. Elle fut la première déesse à revenir sur Krynn après le Cataclysme, accordant les Disques de Mishakal à Goldmoon pour restaurer la foi. Représentée comme une belle femme aux yeux pleins de compassion, elle apporte l'espoir et la guérison à tous.",,,neutral_good,greater,,"Guérison, restauration, compassion, maternité, espoir",Bâton de cristal bleu,Bâton,"Guérisseurs, sages-femmes, médecins, ceux qui souffrent",Ordre de clercs et de mystiques dévoués à soulager la souffrance et à apporter l'espoir,"Lieux de guérison sereins avec jardins médicinaux, fontaines apaisantes et chambres de repos",,"Soulager la souffrance, guérir les malades, apporter l'espoir aux désespérés, enseigner les arts de la guérison",,,,68e138a140a65ef3172e5630,2025-10-04T15:09:21.126000,2025-10-04T15:09:21.126000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Zivilyn,"L'Arbre de la Vie, Zivilyn est le dieu de la sagesse et de la prescience. Il voit le passé, le présent et le futur simultanément, comprenant les connexions entre tous les événements. Époux de Chislev, il offre conseil et sagesse à ceux qui cherchent à comprendre le grand dessein.",,,true_neutral,intermediate,,"Sagesse, prophétie, prescience, compréhension",Arbre immense,Bâton,"Sages, prophètes, chercheurs de vérité, philosophes",Oracles et sages offrant conseil et interprétant les présages,Bosquets d'arbres anciens où le temps semble s'arrêter,,"Chercher la compréhension profonde, voir les connexions, accepter ce qui doit être",,,,68e138a140a65ef3172e563a,2025-10-04T15:09:21.126000,2025-11-15T14:03:37.495000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Majere,"Le Dieu de la Méditation, Majere enseigne la maîtrise de soi, la discipline et l'équilibre entre le corps et l'esprit. Frère de Kiri-Jolith mais choisissant la voie méditative plutôt que martiale, il est le patron des moines et de ceux qui cherchent l'illumination intérieure.",,,lawful_good,intermediate,,"Méditation, discipline, équilibre intérieur, arts martiaux",Rose de cuivre,Mains nues,"Moines, philosophes, érudits, chercheurs spirituels",Ordre monastique vivant dans la simplicité et la méditation,Monastères paisibles en montagne ou dans des lieux isolés propices à la méditation,,"Chercher l'équilibre intérieur, maîtriser le corps et l'esprit, vivre simplement, partager la sagesse",,,,68e138a140a65ef3172e5632,2025-10-04T15:09:21.126000,2025-11-14T11:09:22.193000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Reorx,"Le Forgeur du Monde, Reorx est le dieu de la forge, de l'artisanat et de la création. C'est lui qui a forgé le monde lui-même et créé les nains et les gnomes. Patron des artisans et des forgerons, il valorise le travail bien fait et l'innovation technique. Il a également créé la Pierre Grise qui devint la Gemme du Sang.",,,true_neutral,greater,,"Forge, artisanat, création, nains, gnomes, invention",Marteau de forge,Marteau de guerre,"Nains, gnomes, forgerons, artisans, inventeurs",Forgerons-prêtres qui bénissent les outils et les créations,"Forges massives dans les montagnes, ateliers sacrés",,"Créer avec excellence, innover et inventer, le travail bien fait honore le créateur",,,,68e138a140a65ef3172e5638,2025-10-04T15:09:21.126000,2025-10-04T15:09:21.126000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Sirrion,"Le Feu Fluide, Sirrion est le dieu du feu créateur, de la transformation et de la passion. Il représente l'énergie du changement et de la créativité, le feu qui forge mais aussi qui purifie. Capricieux et impulsif, il inspire la passion et la créativité brute.",,,chaotic_neutral,intermediate,,"Feu, créativité, passion, transformation, alchimie",Flamme multicolore,Cimeterre,"Alchimistes, artistes passionnés, pyromanciens, artisans du feu",Prêtres excentriques célébrant la passion et la transformation,Forges sacrées et ateliers où le feu brûle éternellement,,"Embrasser le changement, créer avec passion, laisser le feu intérieur brûler librement",,,,68e138a140a65ef3172e5637,2025-10-04T15:09:21.126000,2025-10-04T15:09:21.126000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e137a0493026cabfd05389,Shinare,"La Déesse du Commerce et de la Richesse, Shinare préside aux échanges honnêtes, à la prospérité et au commerce équitable. Elle valorise le travail honnête, les contrats respectés et la prospérité gagnée justement. Les marchands et artisans la prient pour la réussite.",,,lawful_neutral,intermediate,,"Commerce, richesse, contrats, marchands, prospérité",Griffon ailé,Masse d'armes,"Marchands, artisans, banquiers, hommes d'affaires",Prêtres-négociateurs qui bénissent les accords et gèrent les temples-marchés,Marchés couverts et comptoirs commerciaux servant de lieux de culte,,"Commerce équitable, respecter les contrats, la prospérité par le travail honnête",,,,68e138a140a65ef3172e563b,2025-10-04T15:09:21.126000,2025-11-14T09:47:40.134000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Yondalla,"Yondalla, la Mère Nourricière, la Protectrice et Pourvoyeuse, est la déesse principale des halfelins. Elle représente la protection, la fertilité, le foyer, la famille et les valeurs traditionnelles halfelines. Yondalla enseigne l'importance de la communauté, de la générosité, et de la protection du foyer. Elle est une divinité maternelle et bienveillante qui veille sur tous les halfelins.",,,lawful_good,intermediate,,"Halfelins, protection, fertilité, foyer, famille",Bouclier avec une corne d'abondance,Épée courte,"Halfelins, fermiers, protecteurs de la famille, matrones","Les prêtres de Yondalla portent des robes vertes et brunes. Ils bénissent les foyers, aident aux naissances et protègent les communautés halfelines.","Les temples de Yondalla ressemblent à de confortables maisons halfelines agrandies. Chaleureux et accueillants, ils servent souvent de centres communautaires.",Le Festin de la Moisson célèbre l'abondance et la communauté. Les halfelins partagent des repas copieux et racontent des histoires.,Protéger le foyer et la famille. Partager ce que tu as. La communauté avant l'individu. Être courageux face au danger. Apprécier les plaisirs simples.,"Yondalla apparaît comme une halfeline maternelle au visage doux et chaleureux, vêtue simplement mais avec goût. Elle rayonne de chaleur et de sécurité.",,Yondalla dirige le panthéon halfelin. Elle est considérée comme une des déesses les plus bienveillantes et accueillantes du panthéon de Faerûn.,68e0da86d9e4b156670e9c6d,2025-10-04T08:27:50.615000,2025-10-04T08:27:50.615000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Kelemvor,"Kelemvor, Seigneur des Morts, juge les âmes des défunts et les guide vers leur destination finale. Ancien aventurier devenu dieu pendant le Temps des Troubles, Kelemvor a instauré un système de jugement juste basé sur les actes de vie. Il s'oppose aux morts-vivants et à ceux qui trichent avec la mort.",,,lawful_neutral,greater,,"Mort, les morts, jugement des défunts",Bras squelettique tenant une balance,Épée bâtarde,"Gardiens de tombes, médecins, ceux en deuil, chasseurs de morts-vivants","Les prêtres de Kelemvor, appelés Funéraires, portent du gris et s'occupent des morts. Ils conduisent les funérailles, chassent les morts-vivants et réconfortent les endeuillés.","Les temples de Kelemvor se trouvent souvent près des cimetières. Sobres et dignes, ils contiennent des chambres de repos pour les corps et des salles de jugement symboliques.",Le Festin de la Lune honore les défunts. Les Funérailles de Tempête (21 Uktar) commémorent les morts sans sépulture.,La mort fait partie de la vie. Respecter les morts. S'opposer aux morts-vivants. Aider les mourants à passer paisiblement. Juger équitablement.,"Kelemvor apparaît comme un homme musclé aux traits sévères mais justes, vêtu d'une armure grise ornée d'os. Ses yeux brillent d'un éclat spectral.",,Kelemvor a remplacé Myrkul comme dieu des morts après le Temps des Troubles. Il était autrefois amoureux de Midnight (Mystra actuelle).,68e0da86d9e4b156670e9c63,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Moradin,"Moradin, le Père-Âme, le Forgeur d'Âmes, est le créateur de la race naine et dieu de la forge, de la création et de la protection naine. Il représente l'artisanat, l'honneur, l'endurance et la force naine. Moradin a forgé les premiers nains sur son enclume et continue de veiller sur son peuple. Il valorise le travail acharné, l'excellence de l'artisanat et la loyauté au clan.",,,lawful_good,greater,,"Nains, création, forge, ingénierie, guerre",Marteau et enclume,Marteau de guerre,"Nains, forgerons, mineurs, artisans, ingénieurs",Les prêtres de Moradin sont souvent eux-mêmes des forgerons talentueux. Ils portent des tabliers de forgeron sur leurs armures et créent des objets sacrés.,Les temples de Moradin sont des forges sacrées creusées profondément dans la montagne. On y entend constamment le son des marteaux sur les enclumes.,Le Jour du Forgeron célèbre la création et l'artisanat. Les nains créent des objets à offrir ou à vendre.,Honorer les ancêtres. Créer avec excellence. Protéger le clan. La forge et l'enclume sont sacrées. Ne jamais abandonner un nain dans le besoin.,"Moradin apparaît comme un nain massif aux muscles puissants, couvert de suie de forge, portant un tablier de cuir par-dessus une armure de plaques. Il brandit un marteau de guerre légendaire.",,Moradin dirige le panthéon nain (Morndinsamman). Il est l'ennemi juré des divinités gobelinoïdes et des géants.,68e0da86d9e4b156670e9c6b,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Tempus,"Tempus, le Seigneur des Batailles, est le dieu de la guerre sous toutes ses formes. Il ne favorise aucun camp mais honore les braves et les guerriers valeureux. Tempus déteste la lâcheté et les actes de guerre déshonorables, mais respecte tous ceux qui se battent avec courage.",,,chaotic_neutral,greater,,"Guerre, batailles, guerriers",Épée flamboyante,Hache d'armes,"Guerriers, barbares, soldats, mercenaires, tous ceux qui vivent par l'épée","Les prêtres de Tempus, appelés Chaudcapes ou Lames de Bataille, portent des armures et mènent des troupes au combat. Ils bénissent les armes et honorent les morts valeureux.","Les temples de Tempus ressemblent à des forteresses militaires. Ils contiennent des salles d'entraînement, des armureries et des mémoriaux aux guerriers tombés.","La Fête de la Lune et le Jour du Bouclier honorent les guerriers morts. Avant chaque bataille majeure, des prières sont offertes.","Être brave et courageux, mais pas stupide. Se battre avec honneur. Éviter la tromperie et la lâcheté. Respecter tous les guerriers dignes de ce nom.","Tempus apparaît comme un guerrier géant couvert de cicatrices, vêtu d'une armure de bataille cabossée mais fonctionnelle, brandissant une épée enflammée.",,Tempus est opposé à Gond (qui crée des armes rendant les compétences martiales obsolètes) et à Talona (maladie et armes empoisonnées sont déshonorantes).,68e0da86d9e4b156670e9c5f,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Lathander,"Lathander, le Seigneur du Matin, est le dieu de l'aube, du renouveau et de la créativité. Il représente les nouveaux départs, l'optimisme et la vitalité de la jeunesse. Lathander encourage ses fidèles à être créatifs, entreprenants et à toujours regarder vers l'avenir avec espoir. Il est l'ennemi des morts-vivants et de la stagnation.",,,neutral_good,greater,,"Aube, renouveau, créativité, jeunesse, vitalité, printemps",Disque solaire rose avec une route qui s'en éloigne,Masse d'armes lourde,"Artistes, athlètes, marchands, nobles, jeunes gens, amoureux du printemps","Les prêtres de Lathander, appelés Aubes ou Matutiniens, portent des robes roses, rouges et jaunes. Ils bénissent les nouveaux projets, célèbrent les naissances et encouragent l'innovation.",Les temples de Lathander sont construits pour capturer la lumière du soleil levant. Ils sont ornés de vitraux roses et dorés et comportent des jardins fleuris.,Chaque aube est sacrée. Le Premier Soleil (1 Hammer) célèbre le renouveau de l'année. Le Chant de l'Aube (équinoxe de printemps) célèbre le renouveau de la nature.,Rechercher constamment le renouveau. Être créatif et innovant. Combattre les morts-vivants. Planter des graines de nouvelles idées. Regarder chaque jour comme une nouvelle opportunité.,"Lathander apparaît comme un jeune homme beau et athlétique aux cheveux dorés, vêtu de robes roses et rouges qui semblent capturer la lumière de l'aube. Il rayonne de chaleur et d'optimisme.",,Lathander est parfois crédité (ou blâmé) pour des événements catastrophiques dus à ses tentatives de renouveler radicalement le panthéon.,68e0da86d9e4b156670e9c64,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Ilmater,"Ilmater, le Dieu qui Pleure, le Seigneur Brisé, est la divinité de la souffrance, de l'endurance et du martyre. Il enseigne la compassion, le soulagement de la souffrance d'autrui et l'endurance de la douleur avec dignité. Ilmater et ses fidèles s'occupent des malades, des pauvres et des opprimés, souvent au détriment de leur propre bien-être.",,,lawful_good,intermediate,,"Endurance, souffrance, martyre, persévérance",Mains liées par une corde rouge,Poing nu,"Les opprimés, les malades, les moines, ceux qui souffrent, les altruistes","Les prêtres d'Ilmater, appelés Adorants, portent des robes grises simples. Ils dirigent des hospices, soignent les malades et défendent les opprimés. Beaucoup pratiquent le jeûne et l'auto-flagellation.","Les temples d'Ilmater sont des hospices et refuges pour les pauvres, les malades et les blessés. Simples et austères, ils offrent gratuitement aide et soins.",Le Chant de Souffrance (1 Marpenoth) commémore un martyr d'Ilmater. Les fidèles jeûnent et méditent sur la souffrance.,Soulager la souffrance où qu'elle soit. Endurer sa propre douleur avec patience. Aider les opprimés. Offrir refuge et guérison. La compassion avant tout.,"Ilmater apparaît comme un homme émacié couvert de blessures et de cicatrices, vêtu de haillons. Malgré sa souffrance évidente, ses yeux brillent de compassion infinie.",,Ilmater fait partie de la Triade avec Tyr et Torm. Il a enduré d'incroyables tortures pour racheter la souffrance d'autrui.,68e0da86d9e4b156670e9c68,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Chauntea,"Chauntea, la Grande Mère, est la déesse de l'agriculture, des fermiers et de la fertilité. Elle représente la terre nourricière et tout ce qui y pousse. Chauntea veille sur les récoltes, bénit les champs et protège ceux qui travaillent la terre. Elle est une déesse aimante et généreuse, mais peut se montrer terrible envers ceux qui abusent de la terre.",,,neutral_good,greater,,"Agriculture, fermiers, jardinage, récoltes, fertilité",Gerbe de blé ou rose fleurie,Faucille,"Fermiers, jardiniers, paysans, druides, tous ceux qui dépendent de la terre","Les prêtres de Chauntea portent des robes brunes ou vertes. Ils bénissent les champs, enseignent l'agriculture, aident aux récoltes et maintiennent des jardins communautaires.",Les temples de Chauntea sont souvent de simples structures au milieu de fermes ou de jardins. Ils comportent des greniers pour stocker la nourriture pour les nécessiteux.,Corne d'Abondance (Solstice d'été) célèbre la moisson. Le Festin de la Lune remercie pour les récoltes. Les semailles de printemps sont aussi sacrées.,Nourrir les affamés. Respecter la terre. Planter et cultiver. Ne jamais gaspiller la nourriture. La vie naît de la mort et nourrit la terre.,"Chauntea apparaît comme une femme robuste aux traits maternels, vêtue de robes simples couleur terre. Ses cheveux sont tressés de blé doré et elle porte toujours des fleurs fraîches.",,Chauntea est une des plus anciennes divinités de Faerûn. Elle travaille en harmonie avec Silvanus pour l'équilibre entre nature cultivée et sauvage.,68e0da86d9e4b156670e9c65,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
