country_id,type,name,description,image_url,population,government,economy,notable_locations,notable_npcs,services,threats,history,secrets,notes,id,created_date,updated_date,created_by_id,created_by,is_sample
68e13a04dfb8072ecadb50ee,village,Gateway,"Gateway est un village fortifié situé près de l'entrée mythique de Thorbardin, la cité naine. Le village sert de point de commerce entre les nains reclus et le monde extérieur, bien que les portes de Thorbardin restent la plupart du temps fermées.",,1 500 habitants,Maire local,"Commerce avec Thorbardin (limité), agriculture, services aux voyageurs",,,,,,,,68e13c13426be75f953d4425,2025-10-04T15:24:03.814000,2025-10-04T15:24:03.814000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e13a04dfb8072ecadb50f0,city,Kendermore,"Kendermore est la capitale chaotique et joyeuse des kenders, un peuple de petits humanoïdes insouciants et curieux. La cité n'a pas de plan d'urbanisme cohérent - les bâtiments semblent avoir été construits au hasard, et les rues serpentent sans logique. Les kenders collectionnent toutes sortes d'objets (souvent 'empruntés' sans permission) et leurs maisons sont remplies de trésors hétéroclites. Malgré le chaos apparent, Kendermore a un charme unique et les kenders sont des hôtes chaleureux.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/c3032532c_Kendermore2.png,30 000 kenders,"Maire élu (théoriquement), mais très désorganisé","Commerce aléatoire, artisanat varié, 'emprunts' involontaires",,,"Auberges accueillantes, marchés chaotiques, conteurs professionnels",,,,,68e13c13426be75f953d442a,2025-10-04T15:24:03.814000,2025-11-13T15:43:51.695000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e13a04dfb8072ecadb50ee,tribe,Que-Shu,"Les Que-Shu sont une tribu barbare fière vivant dans les Plaines d'Abanasinia. Ils suivent les anciennes traditions et vénèrent les esprits de la nature. La tribu était dirigée par le chef Arrowthorn et c'est de cette tribu que venaient Goldmoon et Riverwind, deux des Héros de la Lance. Les Que-Shu furent presque anéantis par les forces draconiennes mais se sont lentement reconstitués.",,500 membres,Chef tribal héréditaire,"Chasse, élevage, artisanat tribal",,,,,,,,68e13c13426be75f953d4426,2025-10-04T15:24:03.814000,2025-10-04T15:24:03.814000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e13a04dfb8072ecadb50ea,city,Solanthus,"Solanthus est une puissante cité fortifiée de Solamnia, siège de l'Ordre de l'Épée des Chevaliers de Solamnia. C'est une cité militaire par excellence, avec d'épaisses murailles, des casernes bien organisées et des camps d'entraînement pour les chevaliers. La cité a joué un rôle crucial dans la défense de Solamnia durant la Guerre des Lances.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/65373b7be_Solanthus.png,80 000 habitants,Grand Maître de l'Ordre de l'Épée,"Militaire, forge d'armes et d'armures, élevage de chevaux de guerre",,,"Forgerons d'armes, selliers, auberges militaires, temples de Kiri-Jolith",,,,,68e13c13426be75f953d4421,2025-10-04T15:24:03.814000,2025-11-13T15:48:01.685000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e13a04dfb8072ecadb50eb,ruins,Pax Tharkas,"Pax Tharkas est une ancienne forteresse naine massive construite entre deux montagnes, gardant le passage entre Qualinesti et les Plaines de Poussière. Durant la Guerre des Lances, elle fut occupée par les forces draconiennes et utilisée comme camp d'esclaves. Les Héros de la Lance libérèrent les esclaves lors d'un raid audacieux. Maintenant partiellement en ruines, elle reste un symbole de résistance.",,,,,,,,,"Forteresse naine devenue prison draconienne, libérée par les Héros de la Lance",,,68e13c13426be75f953d4431,2025-10-04T15:24:03.814000,2025-10-04T15:24:03.814000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e13a04dfb8072ecadb50ea,city,Thelgaard,"Thelgaard est une cité fortifiée du nord de Solamnia, connue pour sa forteresse imprenable et sa position stratégique. C'est un bastion contre les menaces venant des terres du nord et un centre important pour l'Ordre de la Couronne.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/9db212332_Thelgard.png,50 000 habitants,Seigneur Chevalier de l'Ordre de la Couronne,"Agriculture, défense militaire, commerce avec le nord",,,"Forteresse, auberges, marchés, temple de Paladine",,,,,68e13c13426be75f953d4422,2025-10-04T15:24:03.814000,2025-11-13T15:55:29.265000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e13a04dfb8072ecadb50f8,city,Neraka,"Neraka est la sombre capitale de l'empire maléfique de Takhisis, construite autour du Temple de la Reine des Ténèbres. C'est une cité fortifiée et oppressante, où règnent les dragons chromatiques, les draconiens et les forces du Mal. Les rues sont patrouillées par des soldats en armure noire, et des autels à Takhisis se trouvent à chaque coin. Le Temple lui-même est une structure massive et sinistre, avec des tours noires qui grattent le ciel. Après la Guerre des Lances et la défaite de Takhisis, Neraka est devenue une cité déchue mais reste dangereuse.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/35703f6bd_Neraka2.png,"100 000 (humains, draconiens, gobelins, ogres)",Haut Prêtre de Takhisis et commandants draconiens,"Militaire, pillage, esclavage, forge d'armes",,,,Extrêmement dangereux pour les voyageurs du Bien,"Construite comme capitale de l'empire de Takhisis, centre de la Guerre des Lances",,,68e13c13426be75f953d442d,2025-10-04T15:24:03.814000,2025-11-13T16:00:42.781000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e13a04dfb8072ecadb50f8,city,Sanction,"Sanction est une cité volcanique sinistre, entourée de montagnes crachant du feu et de la lave. C'est un bastion du Mal, où les temples des dieux sombres dominent. La cité est construite en pierre noire volcanique, et des rivières de lave illuminent les rues la nuit. Les Seigneurs des Dragons avaient leurs quartiers ici durant la Guerre des Lances. L'air est constamment chaud et sulfureux.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/b479b4af7_Sanction.png,50 000 (majorité maléfique),Seigneurs de la Guerre et Hauts Prêtres des dieux maléfiques,"Extraction de minerais volcaniques, forge d'armes noires, esclavage",,,,"Extrêmement hostile aux non-maléfiques, lave et volcans actifs",,,,68e13c13426be75f953d442e,2025-10-04T15:24:03.814000,2025-11-13T14:25:33.117000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1324c47431be235abd34a,ruins,Hlondath,"Ruines d'une ancienne cité néthérisse, Hlondath est maintenant un labyrinthe de structures en pierre érodées par le vent. Les tempêtes de sable ont créé des passages étranges à travers les bâtiments effondrés. C'est un lieu dangereux mais riche en trésors magiques pour ceux assez courageux pour explorer ses profondeurs.",,,,,,,,"Lamias, sphinxs corrompus, tempêtes magiques résiduelles, gardiens construits",Hlondath était connue pour ses écoles de magie et ses jardins suspendus avant la chute de Néthéril.,"Une tour flottante cristallisée reste figée au-dessus des ruines, inaccessible par des moyens normaux.",,68e1332c98711afb6ca4b468,2025-10-04T14:46:04.620000,2025-10-04T14:46:04.620000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1324c47431be235abd34a,village,D'tarig,"Un grand campement semi-permanent de la tribu Bedine, D'tarig se déplace avec les saisons mais revient toujours à certains points d'eau sacrés. Les tentes richement décorées abritent plusieurs centaines de nomades qui vivent selon les traditions ancestrales du désert.",,500 habitants (variable selon la saison),Chef tribal héréditaire,"Élevage de chameaux et de chevaux, guides du désert, commerce de passage",,,,,,,,68e1332c98711afb6ca4b46a,2025-10-04T14:46:04.620000,2025-10-04T14:46:04.620000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1324c47431be235abd34a,other,L'Oasis Perdue,"Une oasis légendaire qui apparaît et disparaît mystérieusement dans le désert. Ceux qui l'ont trouvée parlent d'eaux cristallines, d'arbres luxuriants et de visions étranges. Certains disent qu'elle est un portail vers le plan élémentaire de l'Eau, d'autres qu'elle est une illusion créée par des djinns.",,,,,,,,"Éfrits jaloux, créatures élémentaires, illusions dangereuses",,"L'oasis est réelle mais existe partiellement dans le plan éthéré, n'apparaissant dans le monde matériel que lors de conjonctions astrales spécifiques.",,68e1332c98711afb6ca4b46b,2025-10-04T14:46:04.620000,2025-10-04T14:46:04.620000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1324c47431be235abd34a,ruins,Citadelle de Dekanter,"Une forteresse isolée construite sur un piton rocheux, la Citadelle de Dekanter fut autrefois un avant-poste néthérisse surveillant les frontières du désert. Maintenant, elle sert de refuge aux créatures maléfiques et aux cultes sombres. Des lumières étranges brillent dans ses tours la nuit.",,,,,,,,"Cultistes, démons invoqués, mort-vivants, aberrations du Far Realm",,Un portail instable vers le plan des ombres existe dans les profondeurs de la citadelle.,,68e1332c98711afb6ca4b46c,2025-10-04T14:46:04.620000,2025-10-04T14:46:04.620000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1324c47431be235abd34a,ruins,Synod,"Les ruines spectaculaires de Synod, une cité néthérisse qui flottait autrefois dans les airs, gisent maintenant écrasées dans les sables. Les débris de la cité comprennent d'énormes fragments de pierre flottante partiellement enfoncés dans le désert, créant un paysage surréaliste de blocs rocheux à différents angles.",,,,,,,,"Radiations magiques, esprits torturés des habitants morts, anomalies gravitationnelles","Synod était une enclave flottante qui s'écrasa lors de la chute de Néthéril, tuant tous ses habitants instantanément.","Le mythallar qui alimentait la cité flottante serait encore actif quelque part sous les ruines, émettant des vagues de magie chaotique.",,68e1332c98711afb6ca4b46e,2025-10-04T14:46:04.620000,2025-10-04T14:46:04.620000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1324c47431be235abd34a,city,Oreme,"La plus grande oasis d'Anauroch, Oreme est un point de rencontre vital pour les caravanes traversant le désert. Cette cité-oasis est construite autour de sources naturelles et offre un refuge aux voyageurs. Les marchands, les aventuriers et les tribus Bedine se rassemblent ici pour commercer et partager des nouvelles.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/22eb455f5_Oreme.png,8 000 habitants,Conseil tribal des Anciens,"Commerce caravanier, eau, dattes, artisanat du désert",,,"Auberges, écuries de chameaux, marchés, puits publics",,,,,68e1332c98711afb6ca4b466,2025-10-04T14:46:04.620000,2025-11-13T16:04:18.945000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1324c47431be235abd34a,other,Le Gouffre Sans Fond,"Un cratère circulaire parfait d'un kilomètre de diamètre dont personne n'a jamais vu le fond. Des vents puissants soufflent constamment du gouffre, portant parfois des sons étranges et des objets mystérieux. Les tribus locales évitent absolument cet endroit maudit.",,,,,,,,"Vents violents pouvant aspirer les créatures, aberrations volantes, folie induite par les sons",,"Le gouffre est en réalité l'entrée d'un monde souterrain immense, habitat d'une civilisation aboleth oubliée.",,68e1332c98711afb6ca4b471,2025-10-04T14:46:04.620000,2025-10-04T14:46:04.621000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1324c47431be235abd34a,village,Oasis de Sable d'Argent,"Une petite oasis paisible connue pour ses sables qui brillent comme de l'argent au clair de lune. Un petit village de quelques familles Bedine et d'ermites s'est établi ici, vivant en harmonie avec le désert. L'eau de l'oasis aurait des propriétés curatives.",,100 habitants,,,,,"Repos pour caravanes, eau curative (vendue à prix élevé), guides du désert",,,,,68e1332c98711afb6ca4b46f,2025-10-04T14:46:04.620000,2025-10-04T14:46:04.620000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1324c47431be235abd34a,dungeon,Les Tombes des Princes du Sable,"Un complexe souterrain massif servant de nécropole pour les anciens dirigeants des tribus Bedine. Les tombes sont remplies de trésors, de pièges mortels et de gardiens morts-vivants. Seuls les plus courageux ou les plus fous osent piller ces lieux sacrés.",,,,,,,,"Momies, spectres, malédictions ancestrales, pièges mécaniques et magiques",,La tombe du premier Prince du Désert contiendrait un sceptre légendaire capable de contrôler les tempêtes de sable.,,68e1332c98711afb6ca4b470,2025-10-04T14:46:04.620000,2025-10-04T14:46:04.620000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1324c47431be235abd34a,other,Les Colonnes Chantantes,Un ensemble de piliers de pierre étranges qui émergent des sables et produisent des sons musicaux lorsque le vent souffle à travers eux. Les tribus Bedine considèrent ce lieu comme sacré et viennent y faire des pèlerinages. Les mélodies semblent changer selon les phases de la lune.,,,,,,,,,Ces colonnes seraient les restes d'un temple dédié à une divinité oubliée de la musique et du vent.,,,68e1332c98711afb6ca4b46d,2025-10-04T14:46:04.620000,2025-10-04T14:46:04.620000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1324c47431be235abd34a,ruins,Ascore,"Les ruines majestueuses d'Ascore se dressent comme un rappel silencieux de la gloire passée de Néthéril. Autrefois une grande cité de l'empire magique, elle est maintenant à moitié ensevelie sous les sables. Des tours brisées émergent des dunes, et des créatures dangereuses hantent ses salles abandonnées. Les aventuriers viennent ici chercher des artefacts néthérisses perdus.",,,,,,,,"Morts-vivants, élémentaires, pillards, pièges magiques anciens",Ascore était l'une des plus grandes cités de Néthéril avant la chute de l'empire il y a plus de mille ans. La cité fut abandonnée lors du Grand Désert qui transforma cette région fertile en un désert aride.,"On dit qu'une bibliothèque néthérisse intacte se trouve sous les ruines, contenant des sorts perdus depuis des millénaires.",,68e1332c98711afb6ca4b467,2025-10-04T14:46:04.620000,2025-10-04T14:46:04.620000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e1324c47431be235abd34a,ruins,Anauria,"Entièrement ensevelie sous des dunes de sable, Anauria ne révèle son existence que par des fragments de tours et de murs qui émergent occasionnellement après les tempêtes. Les ruines souterraines sont vastes et dangereuses, remplies de pièges magiques qui fonctionnent encore après des millénaires.",,,,,,,,"Gobelins du désert, ombres, momies néthérisses, sables mouvants magiques","Anauria était l'une des dernières enclaves à résister à la désertification d'Anauroch, mais elle finit par être engloutie.","Une crypte royale intacte contiendrait la couronne du dernier roi d'Anauria, un artefact de grande puissance.",,68e1332c98711afb6ca4b469,2025-10-04T14:46:04.620000,2025-10-04T14:46:04.620000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0c4731eaf2b4a5652126e,city,Greyhawk - Vieille Cité,"La Vieille Cité est le cœur historique de Greyhawk, entourée des murs originaux de la ville. Rues étroites et sinueuses, bâtiments anciens, et atmosphère médiévale caractérisent ce quartier. C'est ici que se trouvent le Palais du Directoire, la Cathédrale principale, et les guildes les plus anciennes. La Vieille Cité combine histoire, pouvoir politique et commerce traditionnel. Sous les rues, les égouts anciens et cryptes forment un labyrinthe exploré par aventuriers téméraires.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/4a3b2cc29_Greyhawk-VieilleCit.png,12 000 habitants,"Palais du Directoire (siège du gouvernement), Garde de la Cité - quartier général","Guildes traditionnelles (artisans, marchands), banques principales, commerce établi, services gouvernementaux",,,"Gouvernement, tribunaux, banques majeures, guildes artisanales, temples multiples, Grand Théâtre (spectacles)","Intrigues politiques intenses. Égouts dangereux (monstres, criminels). Exécutions publiques parfois violentes.",Noyau original de Greyhawk. Murs construits il y a des siècles. Zagig gouverna depuis Palais. Histoire riche et complexe.,Cryptes sous la ville contiennent tombes de dirigeants anciens et trésors. Passages secrets du Palais vers extérieur. Guilde des Voleurs a quartier général secret sous Vieille Cité.,Centre politique et historique. Intrigues complexes. Égouts sont mini-donjon accessible. Grand Théâtre peut être scène de quêtes. Palais difficile d'accès pour PJ.,68e0c65fdb69c41a0a3f7d4a,2025-10-04T07:01:51.740000,2025-11-13T17:31:07.737000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0c4731eaf2b4a5652126e,city,Greyhawk - Quartier des Étrangers,"Le Quartier des Étrangers est la première impression que reçoivent les visiteurs arrivant à Greyhawk. Situé près des portes principales, ce quartier cosmopolite bouillonne d'activité jour et nuit. Auberges pour toutes les bourses, tavernes bruyantes, marchands exotiques et aventuriers de passage s'y côtoient. C'est ici que les nouveaux venus cherchent rumeurs de trésors, recrutent compagnons d'aventure et dépensent leur or durement gagné.",https://base44.app/api/apps/68d133369c4bfb4942ca73e2/files/public/68d133369c4bfb4942ca73e2/ff50dea53_Greyhawk-Quartierdestrangers.png,15 000 habitants permanents + milliers de visiteurs,"Garde de la Cité patrouille régulièrement, guildes de marchands supervisent","Auberges (Le Dragon Vert, L'Argent Eel), tavernes, boutiques d'équipement d'aventurier, changeurs de monnaie, écuries",,,"Auberges variées (5cp à 5go la nuit), tavernes, forgerons, marchands d'équipement, écuries, changeurs, scribes","Pickpockets nombreux, escrocs ciblant aventuriers naïfs, bagarres de taverne fréquentes",Premier quartier développé hors des murs originaux. Toujours été porte d'entrée pour étrangers et aventuriers.,Plusieurs entrées secrètes vers égouts utilisées par Guilde des Voleurs. Certains marchands vendent équipement volé.,Point de départ idéal pour campagnes. Aventuriers peuvent se rencontrer ici. Nombreux PNJ pour donner quêtes.,68e0c65fdb69c41a0a3f7d48,2025-10-04T07:01:51.740000,2025-11-13T18:00:59.033000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0c4731eaf2b4a5652126e,ruins,Château Greyhawk,"Le légendaire Château Greyhawk se dresse sur une colline rocheuse à quelques miles au nord de la cité. Cette forteresse en ruines fut construite par Zagig Yragerne, l'archimage fou qui dirigea autrefois Greyhawk. Sous le château s'étendent les Donjons de Greyhawk, un complexe souterrain massif de plus de vingt niveaux, regorgeant de monstres, de pièges mortels et de trésors fabuleux. C'est le méga-donjon le plus célèbre du monde, attirant aventuriers depuis des décennies. Beaucoup y périssent, quelques-uns reviennent riches et puissants.",,Aucune permanente (monstres innombrables dans les donjons),Aucun,"Trésor : artefacts magiques, or, gemmes des âges passés. Aventuriers vendent butins à Greyhawk.",,,Aucun (sauf peut-être marchands morts-vivants dans profondeurs),"Extrêmement dangereux : monstres de tous types et niveaux, pièges mortels anciens et magiques, malédictions, folie. Niveau de danger augmente exponentiellement avec profondeur.","Construit par Zagig comme donjon expérimental et prison pour créatures capturées. Zagig a disparu, laissant château et donjons. Aventuriers l'explorent depuis des décennies. Origine de fortunes et légendes.",Zagig a emprisonné neuf demi-dieux au plus profond (maintenant libérés). Temple du Mal Élémentaire caché. Passages vers Plan Élémentaire. Artefacts de Zagig perdus dans niveaux. Certains niveaux sont demi-plans.,"LE méga-donjon emblématique de D&D. Créé par Gary Gygax pour sa campagne. Infini en contenu. Peut occuper campagne entière. Tous niveaux de PJ trouvent défis appropriés. Ruines surface sont intro, vrais donjons en-dessous. Légendes abondent.",68e0c65fdb69c41a0a3f7d4c,2025-10-04T07:01:51.740000,2025-10-04T07:01:51.740000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
